id;name;site;rating;advcampaign_id;advcampaign_name;logo;description;species;promocode;promolink;gotolink;date_start;date_end;exclusive;types;categories;special_category;discount
567883;40% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Dual Mode BT3/5.2 2.4G Wireless Mouse Adjustable 800-1600DPI Rechargeable LED Light Silent Mice for Laptop PC;promocode;BG93de76;;https://ad.admitad.com/g/98rgbn6imr5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;40%
568197;65% OFF (Order Over US$1);https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Red 14.8V 500mAh/1100mAh 25C 4S Lipo Battery JST Plug for RC Cars Boats Models Spare Parts;promocode;BGdaf61e;;https://ad.admitad.com/g/gk51nus2zb5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-09-19 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;65%
568198;31.6% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;AGSIVO 21 Inch Mini Travel Sun & Rain 8 Ribs Umbrella UPF 50+ UV Protection Light Folding Compact Pocket Umbrella For Men / Women / Kids / Girls / Boys;promocode;BG62d1b2;;https://ad.admitad.com/g/erpnj26f4s5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;31%
568199;12.5% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;T-BAO MN100 Intel Alder Lake N100 MAX 3.40 GHz Mini PC 8GB RAM 256GB SSD Windows11 Mini Computer DP Desktop PC;promocode;BG89b04c;;https://ad.admitad.com/g/q1tz3a5v4t5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;12%
568200;15% OFF (Order Over US$0.1);https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;5pcs Woodworking Hole Saw Cutter Drill Bit Set with Limit Stop Alloy Head Cone Hole Drill for Screw Installation and Woodworking Punching.;promocode;BG1993701;;https://ad.admitad.com/g/crgtp1fy405e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-06 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;15%
568201;10% OFF (Order Over US$1);https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;NovSight A500-N39 2PCS 72W DC9-32V Pair Car Headlight LED Bulbs 10,000LM/PAIR Car Headlamps 6000K IP68 Waterproof;promocode;BG50ad9c;;https://ad.admitad.com/g/a5yfj40qih5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;10%
568202;451% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Rogbid Tank M1 5ATM Waterproof Swimming Hifi Bluetooth Call Heart Rate Blood Pressure SpO2 Monitor Fitness BT5.3 Smart Watch;promocode;BGROGM1;;https://ad.admitad.com/g/qk5aeht3865e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;45%
568203;16.67% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzWolf BW-UPC2 256GB USB Disk 2 in 1 Type-C USB3 Flash Drive Ultra-fast Transmission 360° Rotation Zinc Alloy 256GB Support OTG Pendrive;promocode;BG45d449;;https://ad.admitad.com/g/sy36mk3aep5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;16%
568204;10% OFF (Order Over US$1);https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;LDRC 1802 RTR 1/18 2.4G 4WD RC Car FC Racing Drift Gyro On-Road Full Proportional Vehicles Models Toys;promocode;BG1c2465;;https://ad.admitad.com/g/192dr0789q5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-09-30 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;10%
568205;58.59% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU/US Direct] ATOMSTACK F1 Laser Cutting Honeycomb Working Table Board Platform for CO2 or Diode Laser Engraver Cutting Machine 380x284mm Easy-observing Table-protecting;promocode;BG0c0f1c;;https://ad.admitad.com/g/jvdk2mgab75e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;58%
568206;21.44% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Bike Loud Warning Lock Security Alarm Protection Waterproof Large Capacity Battery Aluminum Alloy Wheel Lock for Motorcycle Scooter;promocode;BGef3eb7;;https://ad.admitad.com/g/g4eh2vmdqo5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-06 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;21%
568207;21% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;4 in 1 500Lm Brightness Bike Headlight 3000mAh Battery IPX6 Waterproof 3 Light Modes 120° Rotation Power Bank Phone Holder with 130db Horn for Night Cycling;promocode;BG6c3b5b;;https://ad.admitad.com/g/hvrdkeoi6a5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-06 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;21%
568208;32.2% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] Emoko A19 36V 15Ah 500W 12inch Folding Electric Scooter 45-55KM Max Mileage 120KG Payload E-Scooter;promocode;BG25eef9;;https://ad.admitad.com/g/2r01ie0dap5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;32%
568209;25.37% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] Emoko C91 48V 17.5Ah 1000W 20*4Inch Electric Bicycle 50-70KM Max Mileage 150KG Max Load Electric Bike;promocode;BG5fbe73;;https://ad.admitad.com/g/hw7vjvix3n5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;25%
568210;32.14% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] WQ-W4 MAX 36V 15Ah 350W 10inch Folding Electric Scooter 40-60KM Max Mileage Range 130KG Max Load E-Scooter;promocode;BGab5a0e;;https://ad.admitad.com/g/k1q3pwb7tj5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;32%
568211;29.46% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] SUNNIGOO X4 48V 17.5Ah 500W*2 Dual Motor 10inch Air Tires Folding Electric Scooter 60-70KM Max Mileage 130KG Max Load E-Scooter;promocode;BG7bed2c;;https://ad.admitad.com/g/tf556lkk115e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;29%
568212;71.68% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Haylou GST Ultra Light 1.69 inch HD Full Touch Screen 20 Days Standby IP68 Waterproof Customize Watch Face Heart Rate Blood Oxygen Monitor Smart Watch;promocode;BG3c8d35;;https://ad.admitad.com/g/9pxoivmgkt5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;71%
568213;18.76% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;bluetooth 5.1 Car Receiver MP3 Play Car Multifunctional Music PD30W 5V/2.4A Handsfree With USB Charge Adapter;promocode;BG52e5e4;;https://ad.admitad.com/g/zlkf5wnko95e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;18%
568214;18.37% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;"GEYIREN T800 4.3"" GPS System Projection HUD Head-up Display Driving Computer Speed Mileage Speed Overspeed Clock";promocode;BG92e204;;https://ad.admitad.com/g/sm5s1mfrx45e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;18%
568215;30.28% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] KAISDA K6 PRO 36V 12.5AH 350W 26inch Electric Bicycle 45-80KM Mileage 120KG Payload Disc Brake Electric Bike;promocode;BG3bbe94;;https://ad.admitad.com/g/jbpy6zm46r5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;30%
568216;28.55% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] KAISDA K7 36V 13AH 350W 20inch Folding Electric Moped Bicycle 45-75KM Mileage 120KG Payload Electric Bike;promocode;BG06cf51;;https://ad.admitad.com/g/2ni8pjuxkq5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;28%
568217;25.71% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] COASTA L9pro 36V 20Ah 350Wx2 8.5inch Folding Electric Scooter 40km Mileage 120KG Payload E-Scooter;promocode;BGe3ab79;;https://ad.admitad.com/g/9dz48relgc5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;25%
568218;11.12% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Bike Headlight 100Lm Brightness 300mAh Battery IP66 Waterproof Headlight Taillight for Night Cycling;promocode;BG60e4f0;;https://ad.admitad.com/g/7pdgk9bp6x5e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;11%
568219;34.67% OFF;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] DYU A1F 36V 250W 7.5AH 16inch Folding Electric Bicycle 25KM/H Top Speed 25KM Mileage 120KG Payload Electric Bike;promocode;BG87eeb0;;https://ad.admitad.com/g/z3yh2iig415e996eb3366213826a88/?i=3;2023-08-02 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;34%
