"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url","Code Name","Code Start Time","Code End Time","Code Value","Code Quantity","Code Minimum Spend"
"1005005066676184","https://ae04.alicdn.com/kf/Sf80ac2178b7b40fab1df5063200fac04C.jpg",,"No Trace Top Women's Underwear No Steel Ring Pure Desire Comfortable Upper Support Sling Adjustable Beauty Back Bra Thin Section","USD 14.48","USD 6.66","0%","USD","7","USD 0.47","4949","94.4%","https://s.click.aliexpress.com/e/_DdnO9TX",,,,,,
"1005005059299767","https://ae04.alicdn.com/kf/S9e86998c3a10493cb18177f0c9c02c91H.jpg",,"Baseus D02 Pro Wireless Headphones Bluetooth Earphone 5.3 Foldable Headset Sport Over the Ear Headphone Gaming Bluetooth Earbuds","USD 46.59","USD 20.50","56%","USD","7","USD 1.44","1137","97.5%","https://s.click.aliexpress.com/e/_DmmBzhx",,,,,,
"1005004996549869","https://ae04.alicdn.com/kf/S0e8257c3d07845018140a64f586891fap.png","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100044094531.mp4","Baseus H1 ANC Bluetooth 5.2 Headsets Wireless Headphones, 40db Active Noise Cancellation, 70h Battery Life, 40mm Driver Unit","USD 83.83","USD 36.88","56%","USD","7","USD 2.58","763","94.9%","https://s.click.aliexpress.com/e/_DE5cZPn",,,,,,
"1005005137733126","https://ae04.alicdn.com/kf/S51026ad0a0804193a2011b76ed0b2e49z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/352200749271.mp4","Wireless Air Duster Dust Blowing Gun USB Compressed Air Blower Cleaning For Computer Laptop Keyboard Camera Car Cleaning","USD 78.32","USD 28.22","0%","USD","3","USD 0.85","1092","94.6%","https://s.click.aliexpress.com/e/_DcGHK1J",,,,,,
"1005004982376646","https://ae04.alicdn.com/kf/S39c22f0b29664848841dc1b89cc9dd7aY.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/351730598781.mp4","RUSAM GA33 Gamer Headset Low Latency Bluetooth Headphones TWS Wireless Bass Touch Control Earbuds HD Noise Cancellation Earphone","USD 22.29","USD 9.81","56%","USD","7","USD 0.69","2565","93.4%","https://s.click.aliexpress.com/e/_DeprZed",,,,,,
"1005002353966321","https://ae04.alicdn.com/kf/S8c66425db07d4b43b3f3b5a771e85e83C.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/303108014799.mp4","Casual High Waist Loose Wide Leg Pants for Women Spring Autumn New Female Floor-Length White Suits Pants Ladies Long Trousers","USD 27.75","USD 18.04","35%","USD","9","USD 1.62","2004","93.0%","https://s.click.aliexpress.com/e/_DlBy9eN",,,,,,
"1005004990723505","https://ae04.alicdn.com/kf/S6898ba68d4e14840b515b70a44508206z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/352541163439.mp4","Original Lenovo LP40 Pro TWS Earphones Wireless Bluetooth 5.1 Sport Noise Reduction Headphones Touch Control 250mAH 2022 New","USD 23.28","USD 7.68","67%","USD","7","USD 0.54","6778","94.8%","https://s.click.aliexpress.com/e/_DkvMODP",,,,,,
"1005005027872229","https://ae04.alicdn.com/kf/Sa8719ba4eae74df094a300dd04e80c20Z.jpg",,"PAGANI DESIGN New Japan NH34 GMT Men Mechanical Watch Luxury Sapphire Glass Automatic Watch 10bar Waterproof Stainless Watch Men","USD 322.61","USD 133.11","0%","USD","7","USD 9.32","50","99.3%","https://s.click.aliexpress.com/e/_DCbTaIh",,,,,,
"1005004383696002","https://ae04.alicdn.com/kf/S6efb757d8a5242ccaba456f3617b7b014.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100089468498.mp4","PAGANI DESIGN Green Glass Men's Mechanical Watches Luxury Sapphire Automatic Watch For Men NH35A Stainless steel Clock 2023 New","USD 599.95","USD 107.99","82%","USD","7","USD 7.56","300","95.6%","https://s.click.aliexpress.com/e/_DDwKJH3",,,,,,
"1005005274285591","https://ae04.alicdn.com/kf/Sba918d9dd54d459ab5095a7fbf41b5b74.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100132188494.mp4","Edifier W820NB+ Hi-Res Wireless Noise Cancelling Headphones -43dB ANC,LDAC Codec,49hrs Playtime Lightweight Bluetooth Headset","USD 154.99","USD 85.24","45%","USD","8.0","USD 6.82","1468","96.1%","https://s.click.aliexpress.com/e/_DC00KWt",,,,,,
"1005005086090471","https://ae04.alicdn.com/kf/S6b5f8ac32b384bf198adfb4c45713853w.jpg",,"GameSir T3 Wireless Gamepad Game Controller PC Joystick for Android TV Box Desktop Computer Laptop Windows 7 10 11","USD 38.18","USD 18.33","52%","USD","7","USD 1.28","2463","97.1%","https://s.click.aliexpress.com/e/_DDxYKNJ",,,,,,
"1005005028693371","https://ae04.alicdn.com/kf/S2ad9e060f6ea4222b5668fc6bf592278t.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/351901117815.mp4","PAGANI DESIGN 2022 Men’s watches Chronograph Panda Retro Sport Luxury Quartz Watch For Men Sapphire 10Bar Waterproof Wrist Watch","USD 123.53","USD 73.25","0%","USD","7","USD 5.13","341","96.7%","https://s.click.aliexpress.com/e/_DCM9MMV",,,,,,
"1005004985124065","https://ae04.alicdn.com/kf/Se83f97c17fd34abf9b3168a2b5036a3df.jpg",,"Smart Trash Can Large Capacity For Kitchen Bathroom Garbage Bin Automatic Induction Waterproof Bin With Lid Smart Home Trash Can","USD 55.33","USD 29.23","0%","USD","7","USD 2.05","1483","93.9%","https://s.click.aliexpress.com/e/_DBgGkpX",,,,,,
"1005005136853494","https://ae04.alicdn.com/kf/S0906be5d2717428dbee8f31e915d97444.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100123663310.mp4","2023 New PAGANI DESIGN Men's Automatic Quartz Watch Top Brand VH31 Stainless Steel 100 Waterproof AR Sapphire Glass Reloj Hombre","USD 106.99","USD 49.22","54%","USD","7","USD 3.45","305","94.8%","https://s.click.aliexpress.com/e/_DeOE6XF",,,,,,
